RA,Fase,Turma,Nome Anonimizado,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase Ideal,Defasagem,Ano,Data de Nasc,IPP,Escola,Ativo/ Inativo
RA-832,2U,2U,Aluno-832,,11,Masculino,2022,Pública,Topázio,8.2403304348,3.0,9.002,8.695652174,7.51,8.0,7.0,9.0,,7.5,10.0,Fase 2 (5° e 6° ano),0,2024,2013-07-21 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1515,2U,2U,Aluno-1515,,12,Feminino,2024,Pública,Quartzo,5.832133333300001,3.0,6.418,6.6666666665,6.255,3.5,6.0,1.0,,6.72,5.0,Fase 3 (7° e 8° ano),-1,2024,2012-04-20 00:00:00,6.875,EE Maria André Schunck Dona,Cursando
RA-833,2U,2U,Aluno-833,,11,Masculino,2022,Pública,Topázio,8.5184577641,3.0,9.002,9.3271221535,7.51,8.0,9.0,7.0,,7.946666667,10.0,Fase 2 (5° e 6° ano),0,2024,2013-10-01 00:00:00,8.125,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-819,2U,2U,Aluno-819,,10,Masculino,2022,Pública,Topázio,8.652552484400001,3.0,10.002,7.784679089,7.51,9.0,8.0,10.0,,8.503333333,10.0,Fase 1 (3° e 4° ano),1,2024,2014-05-24 00:00:00,8.4375,Estuda em outra cidade,Cursando
RA-1073,3A,3A,Aluno-1073,,13,Feminino,2022,Pública,Ametista,7.0859945773333335,4.0,9.168,6.370972886666667,7.5,6.5,6.5,5.0,8.0,5.7875,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-02 00:00:00,6.875,EE Mario Francisco de Amorim,Cursando
RA-494,3A,3A,Aluno-494,,13,Feminino,2022,Privada,Ametista,7.922281328333334,4.0,7.5,7.329323308333333,8.755,6.333333333333333,6.0,5.5,7.5,8.915,10.0,Fase 3 (7° e 8° ano),0,2024,2011-04-20 00:00:00,7.8125,Rede Decisão - Unidade União,Cursando
RA-484,3A,3A,Aluno-484,,13,Masculino,2022,Pública,Quartzo,3.8354776573333336,4.0,8.334,3.9141382866666667,2.51,0.0,0.0,0.0,0.0,3.1225,10.0,Fase 3 (7° e 8° ano),0,2024,2011-07-13 00:00:00,3.4375,EE Leonice de Aquino Oliveira,Cursando
RA-496,3A,3A,Aluno-496,,13,Masculino,2021,Privada,Agata,6.726607507733334,4.0,10.002,5.315995871999999,6.255,5.666666666666667,5.0,4.5,7.5,6.1625,10.0,Fase 3 (7° e 8° ano),0,2024,2011-04-02 00:00:00,6.71875,Recanto Betânia Centro Educacional,Cursando
RA-1516,3A,3A,Aluno-1516,,13,Feminino,2024,Privada,Ametista,7.217066033133334,4.0,9.585,5.404288499000001,9.38,4.666666666666667,0.0,5.0,9.0,7.5475,10.0,Fase 3 (7° e 8° ano),3,2024,2011-04-01 00:00:00,7.96875,Colégio Arco Íris Evolução,Cursando
RA-1143,3A,3A,Aluno-1143,,16,Feminino,2021,Pública,Quartzo,5.881225668333334,4.0,9.585,5.201336675,9.38,3.1666666666666665,3.0,6.5,0.0,6.79,2.5,Fase 6 (2° EM),-3,2024,2008-04-30 00:00:00,7.03125,EE Joaquim Mendes Feliz,Cursando
RA-1517,3A,3A,Aluno-1517,,15,Masculino,2024,Pública,Agata,6.240744444466667,4.0,9.168,4.305555555666667,9.38,4.666666666666667,5.0,4.5,4.5,6.7075,5.0,Fase 4 (9° ano),-1,2024,2009-07-31 00:00:00,7.5,EE Maria André Schunck Dona,Cursando
RA-1518,3A,3A,Aluno-1518,,15,Feminino,2022,Pública,Quartzo,5.721382142866666,4.0,7.084,5.714285714333333,9.38,1.75,0.0,3.5,,6.5825,5.0,Fase 4 (9° ano),-1,2024,2009-06-20 00:00:00,7.65625,EE Leonice de Aquino Oliveira,Cursando
RA-227,3A,3A,Aluno-227,,13,Masculino,2022,Pública,Topázio,8.074015455333335,4.0,9.585,8.097577276666668,9.38,6.5,4.0,6.0,9.5,7.54,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-10 00:00:00,7.5,Colégio Nogueira e Sonho de Criança,Cursando
RA-487,3A,3A,Aluno-487,,12,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,9.4171373016,4.0,9.168,9.441269841333334,9.38,9.666666666666666,10.0,9.0,10.0,9.1725,10.0,Fase 3 (7° e 8° ano),0,2024,2012-01-13 00:00:00,9.0625,Colégio Arco Íris Evolução,Cursando
RA-1076,3A,3A,Aluno-1076,,13,Feminino,2021,Pública,Ametista,7.479598365200001,4.0,8.334,7.777033492666668,8.125,6.333333333333333,5.5,6.5,7.0,6.5425,10.0,Fase 3 (7° e 8° ano),0,2024,2011-08-11 00:00:00,7.03125,EE Mario Francisco de Amorim,Cursando
RA-1084,3A,3A,Aluno-1084,,12,Feminino,2023,Pública,Agata,6.9071109649333335,4.0,8.751,7.705263158,5.63,3.6666666666666665,1.0,6.0,4.0,7.4575,10.0,Fase 3 (7° e 8° ano),0,2024,2012-06-13 00:00:00,7.03125,EE Leonice de Aquino Oliveira,Cursando
RA-1519,3A,3A,Aluno-1519,,15,Masculino,2024,,Ametista,7.210222117800001,4.0,9.585,5.560902255666666,8.755,4.833333333333333,0.0,6.5,8.0,7.5025,10.0,Fase 3 (7° e 8° ano),3,2024,2009-09-09 00:00:00,7.96875,,Cursando
RA-490,3A,3A,Aluno-490,,12,Feminino,2022,Privada,Ametista,7.368084290266667,4.0,9.168,5.5110047846666665,8.755,6.166666666666667,5.5,6.0,7.0,7.295,10.0,Fase 2 (5° e 6° ano),1,2024,2012-04-08 00:00:00,7.8125,Rede Decisão - Unidade União,Cursando
RA-346,3A,3A,Aluno-346,,12,Masculino,2022,Pública,Ametista,7.761749603200001,4.0,10.002,9.149206349333333,2.51,6.166666666666667,6.0,4.5,8.0,8.2525,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-12 00:00:00,7.96875,Rede Decisão - Unidade União,Cursando
RA-546,3B,3B,Aluno-546,,13,Feminino,2021,Pública,Quartzo,5.702426010066667,4.0,5.832,3.7838383836666662,8.135,4.666666666666667,0.0,4.0,10.0,5.5,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-04 00:00:00,5.15625,EE Alexandre Rodrigues Nogueira,Cursando
RA-1087,3B,3B,Aluno-1087,,13,Feminino,2023,Pública,Agata,6.913936532,4.0,7.917,8.393265993333333,8.755,2.6666666666666665,2.0,5.0,1.0,6.58,10.0,Fase 3 (7° e 8° ano),0,2024,2011-03-15 00:00:00,7.1875,EE Mario Francisco de Amorim,Cursando
RA-493,3B,3B,Aluno-493,,11,Feminino,2021,Pública,Ametista,7.4643250000000005,4.0,10.002,8.933333333333334,10.0,3.1666666666666665,3.0,4.0,2.5,6.705,10.0,Fase 2 (5° e 6° ano),1,2024,2013-04-19 00:00:00,7.03125,EE Mario Francisco de Amorim,Cursando
RA-1520,3B,3B,Aluno-1520,,14,Feminino,2024,Pública,Ametista,7.0026462121333335,4.0,8.334,9.060606060666666,8.75,3.75,4.0,3.5,,7.3325,5.0,Fase 4 (9° ano),-1,2024,2010-06-23 00:00:00,7.65625,EE Alexandre Rodrigues Nogueira,Cursando
RA-1072,3B,3B,Aluno-1072,,12,Masculino,2023,Pública,Ametista,7.8153856754,4.0,8.751,5.627886710333333,8.755,8.166666666666666,8.0,7.0,9.5,7.545,10.0,Fase 3 (7° e 8° ano),0,2024,2011-12-28 00:00:00,7.96875,EE Leonice de Aquino Oliveira,Cursando
RA-1521,3B,3B,Aluno-1521,,14,Feminino,2024,Pública,Quartzo,5.065788844333333,4.0,7.5,6.157902555,2.51,3.1666666666666665,2.0,5.5,2.0,5.4525,5.0,Fase 4 (9° ano),-1,2024,2010-01-24 00:00:00,6.09375,EE Alexandre Rodrigues Nogueira,Cursando
RA-536,3B,3B,Aluno-536,,11,Feminino,2021,Pública,Ametista,7.7704681818,4.0,8.334,9.109090909,8.135,5.5,6.5,4.5,5.5,7.415,10.0,Fase 2 (5° e 6° ano),1,2024,2012-11-27 00:00:00,7.1875,EE Leonice de Aquino Oliveira,Cursando
RA-1079,3B,3B,Aluno-1079,,13,Masculino,2023,Pública,Quartzo,5.4253413299333335,4.0,7.5,4.516498316333333,2.51,6.333333333333333,5.0,7.5,6.5,4.1625,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-02 00:00:00,4.21875,EE Alexandre Rodrigues Nogueira,Cursando
RA-331,3B,3B,Aluno-331,,14,Feminino,2021,Pública,Agata,6.231045707066668,4.0,8.751,7.735353535333334,8.755,3.5,4.0,3.5,3.0,5.62,5.0,Fase 4 (9° ano),-1,2024,2010-04-22 00:00:00,6.09375,EE Leonice de Aquino Oliveira,Cursando
RA-1522,3B,3B,Aluno-1522,,13,Masculino,2024,Pública,Topázio,8.3261,4.0,8.751,10.0,9.38,7.0,10.0,4.0,,7.1275,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-19 00:00:00,6.875,EE Leonice de Aquino Oliveira,Cursando
RA-1096,3B,3B,Aluno-1096,,11,Feminino,2023,Pública,Topázio,9.189883333333334,4.0,9.168,9.866666666666667,8.755,8.5,8.5,7.0,10.0,9.09,10.0,Fase 2 (5° e 6° ano),1,2024,2012-12-05 00:00:00,9.0625,EE Leonice de Aquino Oliveira,Cursando
RA-513,3B,3B,Aluno-513,,11,Masculino,2021,Privada,Topázio,8.728632539666668,4.0,10.002,8.831746031666666,8.135,7.666666666666667,9.0,5.5,8.5,8.545,10.0,Fase 2 (5° e 6° ano),1,2024,2013-01-17 00:00:00,9.0625,Escola João Paulo II,Cursando
RA-531,3B,3B,Aluno-531,,12,Masculino,2022,Pública,Ametista,7.9127926470666665,4.0,9.168,9.803921568666667,4.38,6.666666666666667,6.5,4.5,9.0,7.335,10.0,Fase 3 (7° e 8° ano),0,2024,2012-06-19 00:00:00,7.96875,EE Leonice de Aquino Oliveira,Cursando
RA-1523,3B,3B,Aluno-1523,,11,Masculino,2024,Pública,Topázio,8.67371279,4.0,6.666,9.283272283333334,8.755,8.166666666666666,8.0,6.5,10.0,8.755,10.0,Fase 2 (5° e 6° ano),1,2024,2012-12-04 00:00:00,8.90625,EE Alexandre Rodrigues Nogueira,Cursando
RA-1524,3B,3B,Aluno-1524,,14,Feminino,2024,Pública,Quartzo,5.5473805555333335,4.0,7.917,2.777777777666667,7.51,4.0,4.0,,,6.9175,5.0,Fase 4 (9° ano),-1,2024,2010-03-13 00:00:00,7.65625,EE Mario Francisco de Amorim,Cursando
RA-1147,3B,3B,Aluno-1147,,15,Feminino,2023,Pública,Quartzo,5.833118518533334,4.0,8.751,6.125925926,8.755,3.1666666666666665,2.0,5.0,2.5,5.495,5.0,Fase 4 (9° ano),-1,2024,2009-07-04 00:00:00,6.25,EE Loris Nassif Mattar Profa,Cursando
RA-479,3C,3C,Aluno-479,,12,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.901966666666668,3.0,9.168,9.866666666666667,2.51,9.666666666666666,10.0,9.0,10.0,9.45,10.0,Fase 2 (5° e 6° ano),1,2024,2012-08-10 00:00:00,9.375,Colégio Arco Íris Evolução,Cursando
RA-517,3C,3C,Aluno-517,,14,Feminino,2021,Pública,Quartzo,5.880466583166668,3.0,7.5,5.266499582333334,2.51,5.0,4.5,4.0,6.5,6.11,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-25 00:00:00,6.041666667,EE Paschoal Carlos Magno,Cursando
RA-325,3C,3C,Aluno-325,,12,Masculino,2022,Pública,Topázio,8.385133333233336,3.0,9.168,9.866666666666667,7.51,7.0,7.0,5.5,8.5,7.553333333,10.0,Fase 3 (7° e 8° ano),0,2024,2012-02-20 00:00:00,8.333333333,EE Paschoal Carlos Magno,Cursando
RA-1525,3C,3C,Aluno-1525,,13,Masculino,2024,Pública,Ametista,7.778263492033334,3.0,7.917,8.293650793666666,5.63,7.0,6.5,5.5,9.0,7.553333333,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-18 00:00:00,8.541666667,EE Joaquim Mendes Feliz,Cursando
RA-518,3C,3C,Aluno-518,,12,Masculino,2022,Pública,Agata,6.3467483709,3.0,8.334,6.8300751879999995,2.51,4.0,7.5,3.5,1.0,6.94,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-19 00:00:00,7.083333333,EE Paschoal Carlos Magno,Cursando
RA-1146,3C,3C,Aluno-1146,,15,Feminino,2023,Pública,Quartzo,5.3933086048000005,3.0,10.002,5.017209691,6.88,2.0,2.0,0.0,4.0,5.883333333,5.0,Fase 5 (1° EM),-2,2024,2008-11-20 00:00:00,6.25,EE Mario Francisco de Amorim,Cursando
RA-530,3C,3C,Aluno-530,,12,Masculino,2021,Pública,Ametista,7.214534419433333,3.0,8.751,6.468838763666667,9.38,4.5,4.0,6.0,3.5,7.496666667,10.0,Fase 3 (7° e 8° ano),0,2024,2012-02-25 00:00:00,7.083333333,EE Joaquim Mendes Feliz,Cursando
RA-524,3C,3C,Aluno-524,,13,Masculino,2021,Pública,Ametista,7.026322556366667,3.0,7.083,5.111779448666667,2.51,8.666666666666666,8.5,7.5,10.0,7.39,10.0,Fase 3 (7° e 8° ano),0,2024,2011-09-05 00:00:00,8.333333333,EE Paschoal Carlos Magno,Cursando
RA-578,3C,3C,Aluno-578,,12,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,9.066199999966669,3.0,10.002,10.0,2.51,9.833333333333334,10.0,9.5,10.0,9.45,10.0,Fase 2 (5° e 6° ano),1,2024,2012-08-13 00:00:00,9.583333333,Colégio Arco Íris Evolução,Cursando
RA-526,3C,3C,Aluno-526,,14,Masculino,2022,Pública,Ametista,7.843157894833334,3.0,9.585,9.382456140333334,8.13,7.333333333333333,8.5,3.5,10.0,7.496666667,5.0,Fase 4 (9° ano),-1,2024,2010-03-05 00:00:00,7.291666667,EE Paschoal Carlos Magno,Cursando
RA-528,3C,3C,Aluno-528,,13,Masculino,2021,Pública,Ametista,7.276330075300001,3.0,9.168,5.793483709333334,7.51,6.666666666666667,8.5,4.5,7.0,6.936666667,10.0,Fase 3 (7° e 8° ano),0,2024,2011-08-03 00:00:00,7.291666667,EE Joaquim Mendes Feliz,Cursando
RA-516,3C,3C,Aluno-516,,11,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.384033333366668,3.0,10.002,10.0,2.51,8.833333333333334,8.0,8.5,10.0,7.56,10.0,Fase 2 (5° e 6° ano),1,2024,2013-06-27 00:00:00,8.541666667,Colégio Arco Íris Evolução,Cursando
RA-534,3C,3C,Aluno-534,,14,Masculino,2021,Pública,Ametista,7.088855054266667,3.0,9.585,6.043441938333333,7.51,5.0,4.0,4.0,7.0,7.103333333,10.0,Fase 3 (7° e 8° ano),0,2024,2010-04-25 00:00:00,7.5,EE Paschoal Carlos Magno,Cursando
RA-1097,3C,3C,Aluno-1097,,15,Masculino,2023,Pública,Quartzo,5.475324895633334,3.0,10.002,4.849791144666667,6.25,3.0,4.5,4.5,0.0,5.88,5.0,Fase 4 (9° ano),-1,2024,2009-07-06 00:00:00,6.041666667,EE Paschoal Carlos Magno,Cursando
RA-360,3C,3C,Aluno-360,,14,Feminino,2021,Pública,Agata,6.293175689166667,3.0,8.334,5.618045113,5.0,5.833333333333333,4.0,6.0,7.5,6.993333333,5.0,Fase 4 (9° ano),-1,2024,2010-04-17 00:00:00,7.708333333,EE Paschoal Carlos Magno,Cursando
RA-1526,3D,3D,Aluno-1526,,13,Feminino,2024,Pública,Ametista,7.9798,4.0,9.168,10.0,8.75,3.75,2.0,5.5,,8.1275,10.0,Fase 3 (7° e 8° ano),0,2024,2011-08-09 00:00:00,8.125,EE Alexandre Rodrigues Nogueira,Cursando
RA-1077,3D,3D,Aluno-1077,,12,Masculino,2023,Pública,Quartzo,5.543865740733334,4.0,0.0,7.703703703666666,6.885,2.0,0.0,6.0,0.0,6.37,10.0,Fase 3 (7° e 8° ano),0,2024,2012-04-03 00:00:00,6.40625,EE Alexandre Rodrigues Nogueira,Cursando
RA-508,3D,3D,Aluno-508,,12,Masculino,2022,Pública,Agata,6.771708625733333,4.0,7.083,5.567251461999999,7.51,4.666666666666667,0.0,7.0,7.0,7.5,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-27 00:00:00,7.65625,EE Alexandre Rodrigues Nogueira,Cursando
RA-363,3D,3D,Aluno-363,,14,Masculino,2022,Privada,Ametista,7.617803571466666,4.0,9.585,9.523809524,5.625,5.333333333333333,4.0,3.5,8.5,6.955,10.0,Fase 3 (7° e 8° ano),0,2024,2010-06-27 00:00:00,7.34375,Colégio Nogueira e Sonho de Criança,Cursando
RA-340,3D,3D,Aluno-340,,13,Masculino,2021,Pública,Agata,6.715437329466668,4.0,7.917,6.585769980666666,7.51,5.166666666666667,6.0,7.0,2.5,5.83,10.0,Fase 3 (7° e 8° ano),0,2024,2011-02-12 00:00:00,6.5625,EE Alexandre Rodrigues Nogueira,Cursando
RA-1527,3D,3D,Aluno-1527,,13,Masculino,2024,Pública,Topázio,8.631675000000001,4.0,9.168,10.0,7.51,8.0,9.0,7.0,,7.835,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-31 00:00:00,7.96875,EE Alexandre Rodrigues Nogueira,Cursando
RA-509,3D,3D,Aluno-509,,13,Feminino,2021,Pública,Agata,6.918152272733334,4.0,9.168,6.363636363666667,2.51,6.0,6.0,4.5,7.5,7.2475,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-28 00:00:00,8.28125,EE Leonice de Aquino Oliveira,Cursando
RA-500,3D,3D,Aluno-500,,12,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.077708333333334,4.0,9.585,10.0,2.51,6.666666666666667,6.0,6.0,8.0,8.3775,10.0,Fase 3 (7° e 8° ano),0,2024,2012-06-29 00:00:00,8.59375,Colégio Arco Íris Evolução,Cursando
RA-1528,3D,3D,Aluno-1528,,13,Masculino,2024,Pública,Ametista,7.622584090933335,4.0,9.168,7.787878788,7.51,5.666666666666667,3.0,6.0,8.0,7.335,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-20 00:00:00,7.96875,EE Alexandre Rodrigues Nogueira,Cursando
RA-1089,3D,3D,Aluno-1089,,12,Feminino,2023,Pública,Ametista,7.6221531746,4.0,9.168,7.039682539666667,8.13,6.833333333333333,6.0,6.0,8.5,6.995,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-08 00:00:00,7.1875,EE Bairro Boa Vista,Cursando
RA-1090,3D,3D,Aluno-1090,,14,Masculino,2023,Pública,Ametista,7.7652831384,4.0,9.585,7.621832358666666,7.51,6.333333333333333,3.5,7.5,8.0,7.4175,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-22 00:00:00,7.8125,EE Alexandre Rodrigues Nogueira,Cursando
RA-503,3D,3D,Aluno-503,,12,Masculino,2021,Pública,Topázio,8.547495614066667,4.0,9.585,9.824561403666666,7.51,7.666666666666667,6.0,8.0,9.0,7.7925,10.0,Fase 2 (5° e 6° ano),1,2024,2012-09-08 00:00:00,7.8125,EE Leonice de Aquino Oliveira,Cursando
RA-1093,3D,3D,Aluno-1093,,12,Masculino,2023,Pública,Topázio,8.5079027778,4.0,7.5,7.722222222333333,8.13,8.666666666666666,8.5,8.0,9.5,8.8825,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-22 00:00:00,8.90625,EE Mario Francisco de Amorim,Cursando
RA-1094,3D,3D,Aluno-1094,,12,Feminino,2023,Pública,Topázio,8.0164785714,4.0,9.168,9.523809523666666,2.51,7.333333333333333,6.0,7.5,8.5,8.1675,10.0,Fase 3 (7° e 8° ano),0,2024,2011-12-25 00:00:00,8.4375,EE Leonice de Aquino Oliveira,Cursando
RA-1095,3D,3D,Aluno-1095,,14,Masculino,2023,Pública,Agata,6.108547514666667,4.0,7.5,7.84502924,7.51,2.3333333333333335,3.0,2.0,2.0,5.125,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-11 00:00:00,5.46875,EE Mario Francisco de Amorim,Cursando
RA-1098,3D,3D,Aluno-1098,,14,Feminino,2023,Pública,Agata,6.5744562514,4.0,8.751,5.822406257,7.51,3.5,1.0,3.5,6.0,6.7475,10.0,Fase 3 (7° e 8° ano),0,2024,2010-10-22 00:00:00,7.34375,EE Alexandre Rodrigues Nogueira,Cursando
RA-1106,3F,3F,Aluno-1106,,13,Masculino,2023,Pública,Quartzo,5.936272086266667,4.0,8.334,5.4312354313333335,7.51,0.0,0.0,0.0,0.0,7.5,10.0,Fase 3 (7° e 8° ano),0,2024,2011-05-19 00:00:00,7.65625,EE João Ortiz Rodrigues,Cursando
RA-568,3F,3F,Aluno-568,,16,Masculino,2021,Pública,Quartzo,5.545864285733334,5.0,7.917,3.2619047620000003,8.13,5.166666666666667,5.0,5.5,5.0,5.496,5.0,Fase 5 (1° EM),-2,2024,2008-05-08 00:00:00,6.5625,EE Joaquim Mendes Feliz,Cursando
RA-558,3F,3F,Aluno-558,,16,Masculino,2022,Pública,Quartzo,5.048054503133334,5.0,9.168,3.7763975156666674,8.13,3.0,2.5,4.0,2.5,4.268,5.0,Fase 5 (1° EM),-2,2024,2008-09-02 00:00:00,6.09375,EE Alexandre Rodrigues Nogueira,Cursando
RA-559,3F,3F,Aluno-559,,13,Masculino,2021,Pública,Agata,6.158158974333333,5.0,10.002,5.705128205,8.13,3.1666666666666665,1.0,2.5,6.0,4.728,10.0,Fase 3 (7° e 8° ano),0,2024,2011-04-08 00:00:00,6.25,EE João Ortiz Rodrigues,Cursando
RA-1529,3F,3F,Aluno-1529,,14,Feminino,2024,Pública,Agata,6.710079487200001,5.0,6.666,7.435897436,7.51,5.5,6.0,5.5,5.0,6.964,5.0,Fase 4 (9° ano),-1,2024,2010-04-01 00:00:00,8.125,EE João Ortiz Rodrigues,Cursando
RA-1111,3F,3F,Aluno-1111,,12,Feminino,2023,Pública,Agata,6.116032815733334,5.0,6.249,4.600414078666667,7.5,5.0,5.0,4.0,6.0,5.824,10.0,Fase 2 (5° e 6° ano),1,2024,2012-07-09 00:00:00,6.5625,EE Leonice de Aquino Oliveira,Cursando
RA-1108,3F,3F,Aluno-1108,,13,Masculino,2023,Pública,Agata,6.017215010400001,5.0,9.168,3.7546583853333337,8.13,3.6666666666666665,3.5,3.5,4.0,5.422,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-16 00:00:00,7.1875,EE João Ortiz Rodrigues,Cursando
RA-542,3F,3F,Aluno-542,,13,Feminino,2021,Pública,Agata,6.7205649586,5.0,8.751,6.481366459666667,8.13,3.9333333333333336,1.5,5.0,5.3,6.232,10.0,Fase 3 (7° e 8° ano),0,2024,2011-09-20 00:00:00,7.03125,EE João Ortiz Rodrigues,Cursando
RA-543,3F,3F,Aluno-543,,12,Feminino,2022,Pública,Topázio,8.0467871118,5.0,8.751,9.616977225666666,2.51,6.833333333333333,7.0,6.5,7.0,8.7,10.0,Fase 2 (5° e 6° ano),1,2024,2012-08-31 00:00:00,8.90625,EE João Ortiz Rodrigues,Cursando
RA-1530,3F,3F,Aluno-1530,,13,Masculino,2024,Pública,Quartzo,4.6391535714200005,5.0,0.0,2.5238095237666665,8.13,2.8333333333333335,1.5,7.0,0.0,5.258,10.0,Fase 3 (7° e 8° ano),0,2024,2011-08-07 00:00:00,7.03125,EE João Ortiz Rodrigues,Cursando
RA-555,3F,3F,Aluno-555,,14,Masculino,2021,Pública,Quartzo,5.111470186333333,5.0,10.002,2.7505175983333334,6.885,4.333333333333333,5.0,4.0,4.0,5.03,5.0,Fase 4 (9° ano),-1,2024,2010-05-11 00:00:00,5.0,EE Leonice de Aquino Oliveira,Cursando
RA-1531,3F,3F,Aluno-1531,,14,Masculino,2024,Pública,Ametista,7.0491790134,5.0,8.751,7.9726867336666665,7.505,5.833333333333333,4.5,8.0,5.0,7.14,5.0,Fase 4 (9° ano),-1,2024,2010-01-24 00:00:00,7.34375,EE João Ortiz Rodrigues,Cursando
RA-1099,3G,3G,Aluno-1099,,14,Feminino,2023,Pública,Ametista,7.332483333333334,4.0,8.334,8.133333333333333,10.0,3.8333333333333335,2.5,3.5,5.5,6.6225,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-18 00:00:00,7.8125,EE Leonice de Aquino Oliveira,Cursando
RA-1154,3G,3G,Aluno-1154,,14,Masculino,2023,Pública,Ametista,7.5660750000000005,4.0,7.917,9.200000000000001,7.51,8.0,7.0,7.0,10.0,6.745,5.0,Fase 4 (9° ano),-1,2024,2010-05-23 00:00:00,7.34375,EE João Ortiz Rodrigues,Cursando
RA-1100,3G,3G,Aluno-1100,,12,Masculino,2023,Pública,Agata,6.649708333333334,4.0,7.5,7.1000000000000005,7.51,4.666666666666667,4.0,4.0,6.0,5.6175,10.0,Fase 2 (5° e 6° ano),1,2024,2012-08-10 00:00:00,6.71875,EE João Ortiz Rodrigues,Cursando
RA-381,3G,3G,Aluno-381,,15,Masculino,2021,Pública,Quartzo,5.940775,4.0,8.334,6.133333333333333,7.51,3.6666666666666665,2.5,4.5,4.0,6.1225,5.0,Fase 5 (1° EM),-2,2024,2009-03-02 00:00:00,6.71875,EE Alexandre Rodrigues Nogueira,Cursando
RA-364,3G,3G,Aluno-364,,13,Masculino,2021,Pública,Topázio,8.2697037582,4.0,8.751,9.526143791,7.51,7.5,8.0,5.0,9.5,7.2075,10.0,Fase 3 (7° e 8° ano),0,2024,2011-10-02 00:00:00,7.96875,EE Leonice de Aquino Oliveira,Cursando
RA-539,3G,3G,Aluno-539,,13,Feminino,2022,Privada - Programa de Apadrinhamento,Topázio,8.465533333333335,4.0,10.002,9.233333333333333,7.51,5.833333333333333,5.0,3.5,9.0,9.13,10.0,Fase 3 (7° e 8° ano),0,2024,2011-09-08 00:00:00,8.75,Colégio Arco Íris Evolução,Cursando
RA-573,3G,3G,Aluno-573,,13,Masculino,2021,Pública,Ametista,7.839050000000001,4.0,9.168,9.5,8.755,5.0,6.0,3.5,5.5,6.8275,10.0,Fase 3 (7° e 8° ano),0,2024,2011-08-04 00:00:00,7.8125,EE João Ortiz Rodrigues,Cursando
RA-1107,3G,3G,Aluno-1107,,13,Feminino,2023,Pública,Quartzo,5.9731,4.0,8.751,6.2,2.51,2.5,1.0,3.5,3.0,6.785,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-20 00:00:00,7.5,EE João Ortiz Rodrigues,Cursando
RA-368,3G,3G,Aluno-368,,15,Masculino,2021,Pública,Agata,6.782158333333333,4.0,7.917,6.166666666666667,7.51,7.0,4.5,7.0,9.5,6.7025,5.0,Fase 4 (9° ano),-1,2024,2009-10-12 00:00:00,7.65625,EE João Ortiz Rodrigues,Cursando
RA-387,3G,3G,Aluno-387,,15,Masculino,2021,Pública,Agata,6.125500000000001,4.0,7.5,7.166666666666667,7.51,4.333333333333333,5.0,4.0,4.0,5.9975,5.0,Fase 4 (9° ano),-1,2024,2009-07-20 00:00:00,6.25,EE Leonice de Aquino Oliveira,Cursando
RA-556,3G,3G,Aluno-556,,13,Feminino,2021,Pública,Quartzo,5.833377380933333,4.0,7.083,6.171428571333333,2.51,3.8333333333333335,1.5,4.5,5.5,6.1625,10.0,Fase 3 (7° e 8° ano),0,2024,2011-05-02 00:00:00,6.40625,EE João Ortiz Rodrigues,Cursando
RA-389,3G,3G,Aluno-389,,13,Masculino,2021,Pública,Ametista,7.2079551282,4.0,9.585,6.674358974333333,8.76,5.166666666666667,6.5,4.0,5.0,6.745,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-12 00:00:00,6.5625,EE João Ortiz Rodrigues,Cursando
