RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_lgbm,prob_xgb,prob_mlp,prob_stacking,prob_final,top_3_fatores,faixa_risco,prob_experimental
RA-748,Aluno-748,1,Topázio,8.2272,0.7887,0.8276,0.8108,0.7844,0.6934,gap_Por_Ing(+0.28) | Idade(+0.23) | IPV(+0.15),Alto,0.8026
RA-1067,Aluno-1067,1,Ametista,7.840033333300001,0.7778,0.7866,0.8638,0.8024,0.6926,IPV(+0.39) | Idade(+0.25) | gap_IAA_IEG(+0.14),Alto,0.7358
RA-773,Aluno-773,0,Agata,6.566200000000001,0.7795,0.7893,0.5586,0.5519,0.6919,Defasagem(+0.72) | Idade(+0.18) | IPV(−0.16),Alto,0.7477
RA-153,Aluno-153,7,Quartzo,4.78185,0.5363,0.5692,0.2622,0.2058,0.6916,Defasagem(−0.31) | Idade(+0.19) | gap_IAA_IEG(+0.13),Alto,0.4301
RA-472,Aluno-472,2,Agata,6.6397610766,0.8201,0.8192,0.834,0.7735,0.6907,IAA_decile_fase(+0.27) | Idade(+0.24) | IPV(−0.17),Alto,0.7554
RA-1597,Aluno-1597,4,Agata,6.7187063492,0.8178,0.7954,0.4403,0.5295,0.6906,Idade(+0.30) | age_fase_excess(+0.28) | IPV(+0.22),Alto,0.7805
RA-270,Aluno-270,7,Quartzo,4.79255,0.5397,0.5544,0.2597,0.2102,0.6895,Defasagem(−0.30) | Idade(+0.19) | gap_IAA_IEG(+0.12),Alto,0.4366
RA-487,Aluno-487,3,Topázio,9.4171373016,0.7176,0.7081,0.834,0.7614,0.6895,Defasagem(−0.31) | IPV_z_faseAno(+0.29) | Idade(+0.24),Alto,0.6582
RA-1611,Aluno-1611,5,Agata,6.4589186218000005,0.8238,0.818,0.4399,0.5075,0.6894,Defasagem(+0.62) | Ing(−0.35) | Idade(+0.18),Alto,0.7395
RA-1551,Aluno-1551,3,Quartzo,5.9717087542,0.7788,0.7892,0.8011,0.7326,0.6894,Defasagem(+0.49) | Idade(+0.21) | age_fase_excess(+0.21),Alto,0.7088
RA-831,Aluno-831,1,Topázio,8.0066285715,0.7845,0.8019,0.8446,0.803,0.6877,Idade(+0.22) | gap_Por_Ing(+0.17) | IPV(+0.15),Alto,0.7714
RA-1143,Aluno-1143,3,Quartzo,5.881225668333334,0.8001,0.785,0.8571,0.82,0.6876,Defasagem(+0.41) | Idade(+0.24) | age_fase_excess(+0.20),Alto,0.7321
RA-1061,Aluno-1061,2,Topázio,8.76595,0.7874,0.7635,0.7325,0.6138,0.6871,Defasagem(−0.26) | Idade(+0.24) | gap_Por_Ing(+0.22),Alto,0.7202
RA-172,Aluno-172,7,Topázio,8.128766666666667,0.6584,0.7202,0.5513,0.562,0.6868,gap_Por_Ing(+0.37) | Defasagem(−0.21) | Idade(+0.18),Alto,0.6016
RA-916,Aluno-916,0,Quartzo,5.5058531621,0.77,0.7477,0.3037,0.3969,0.6868,Defasagem(+0.74) | Idade(+0.20) | gap_IAA_IEG(+0.15),Alto,0.6957
RA-1422,Aluno-1422,1,Ametista,7.0132,0.7903,0.7551,0.5632,0.6015,0.686,Idade(+0.25) | IPV(+0.13) | age_fase_excess(−0.12),Alto,0.7355
RA-687,Aluno-687,2,Topázio,8.2739844611,0.7976,0.831,0.8476,0.7916,0.6859,gap_Por_Ing(+0.36) | Defasagem(−0.25) | Idade(+0.24),Alto,0.8096
RA-1166,Aluno-1166,4,Ametista,7.452799122766667,0.7382,0.7195,0.8493,0.7668,0.6851,IPV(+0.35) | Idade(+0.25) | pedra_delta_1(+0.13),Alto,0.6322
RA-1058,Aluno-1058,1,Ametista,7.703347619,0.7807,0.8119,0.5444,0.6025,0.6842,gap_Por_Ing(+0.28) | Idade(+0.24) | IPV(+0.22),Alto,0.7453
RA-850,Aluno-850,1,Ametista,7.864245454500001,0.7841,0.8052,0.8495,0.7358,0.6841,Idade(+0.22) | gap_Por_Ing(+0.18) | IPV(+0.15),Alto,0.7463
RA-1511,Aluno-1511,2,Topázio,8.9217077641,0.8207,0.8127,0.7886,0.6583,0.684,Defasagem(−0.28) | Idade(+0.23) | gap_Por_Ing(+0.22),Alto,0.7834
RA-1082,Aluno-1082,2,Agata,6.6114857142,0.7147,0.6834,0.3057,0.395,0.6828,age_fase_excess(+0.30) | Idade(+0.25) | IPV(−0.19),Alto,0.6119
RA-740,Aluno-740,1,Topázio,8.1611005269,0.8106,0.8211,0.8636,0.8241,0.6811,gap_Por_Ing(+0.29) | Idade(+0.25) | IPV(+0.18),Alto,0.815
RA-754,Aluno-754,0,Quartzo,5.6127,0.8038,0.7966,0.8079,0.7202,0.6806,Defasagem(+0.59) | Idade(+0.22) | IPV(−0.15),Alto,0.7387
RA-418,Aluno-418,4,Topázio,9.125183333366667,0.7267,0.7132,0.6552,0.5695,0.6805,Defasagem(−0.38) | IPV(+0.22) | Idade(+0.19),Alto,0.6407
RA-558,Aluno-558,3,Quartzo,5.048054503133334,0.7853,0.8137,0.3995,0.55,0.6804,Defasagem(+0.44) | Idade(+0.21) | IPV(−0.16),Alto,0.718
RA-905,Aluno-905,0,Agata,6.3925823529,0.7356,0.7491,0.262,0.3367,0.6803,Defasagem(+0.67) | Idade(+0.18) | IPV(−0.16),Alto,0.6605
RA-1585,Aluno-1585,4,Agata,6.730367016866668,0.7836,0.7503,0.7555,0.7219,0.6801,Idade(+0.26) | IPS_z_faseAno(+0.24) | IPV(+0.20),Alto,0.7227
RA-56,Aluno-56,7,Topázio,9.0770201754,0.7173,0.7209,0.8128,0.7002,0.68,Defasagem(−0.32) | IPV_z_faseAno(+0.28) | IPV(+0.24),Alto,0.6903
RA-454,Aluno-454,4,Quartzo,5.8522943469666675,0.799,0.7962,0.7518,0.7243,0.6794,Defasagem(+0.67) | Idade(+0.21) | IPV(−0.17),Alto,0.6996
RA-497,Aluno-497,2,Quartzo,4.4960809524,0.7907,0.8212,0.8346,0.7971,0.6791,IAA_decile_fase(+0.23) | Idade(+0.22) | IPV(−0.20),Alto,0.7961
RA-781,Aluno-781,2,Topázio,8.496283333400001,0.8031,0.8267,0.8606,0.8081,0.6787,Defasagem(−0.31) | gap_Por_Ing(+0.26) | Idade(+0.25),Alto,0.8091
RA-332,Aluno-332,4,Topázio,8.421271701,0.7355,0.7564,0.8628,0.7829,0.6786,Defasagem(−0.36) | IPV(+0.25) | IPS_z_faseAno(+0.22),Alto,0.693
RA-304,Aluno-304,3,Agata,6.852411484600001,0.767,0.7041,0.8437,0.7842,0.6784,Defasagem(+0.76) | Idade(+0.19) | IPV(−0.16),Alto,0.6401
RA-313,Aluno-313,4,Ametista,7.25285,0.8006,0.8235,0.5254,0.5946,0.6778,Idade(+0.26) | IPV(+0.23) | IAA_decile_fase(−0.15),Alto,0.7136
RA-1434,Aluno-1434,1,Topázio,8.2775982919,0.7404,0.7325,0.464,0.4938,0.6772,gap_Por_Ing(+0.27) | Idade(+0.26) | IPV_z_faseAno(+0.24),Alto,0.635
RA-753,Aluno-753,1,Topázio,8.2450571429,0.8189,0.8433,0.856,0.8247,0.6768,gap_Por_Ing(+0.26) | Idade(+0.24) | IPV(+0.21),Alto,0.8323
RA-149,Aluno-149,5,Quartzo,5.7316173854,0.7887,0.7812,0.5052,0.5798,0.6757,Defasagem(+0.49) | Idade(+0.21) | age_fase_excess(+0.14),Alto,0.6966
RA-1558,Aluno-1558,4,Ametista,7.643772047733333,0.7657,0.7796,0.8206,0.7506,0.6753,IPV(+0.28) | Idade(+0.23) | IPS_z_faseAno(+0.19),Alto,0.7094
RA-1577,Aluno-1577,4,Agata,6.305585581933334,0.7809,0.7671,0.8413,0.7968,0.674,gap_Por_Ing(+0.26) | Idade(+0.23) | age_fase_excess(+0.23),Alto,0.7311
RA-819,Aluno-819,2,Topázio,8.652552484400001,0.766,0.7694,0.8649,0.7454,0.6738,Defasagem(−0.27) | gap_Por_Ing(+0.22) | Idade(+0.22),Alto,0.6854
RA-628,Aluno-628,2,Topázio,8.2366166666,0.7833,0.7981,0.8453,0.793,0.6735,Idade(+0.22) | gap_Por_Ing(+0.22) | pedra_delta_2(+0.14),Alto,0.7242
RA-769,Aluno-769,1,Ametista,7.099342857200002,0.7762,0.8017,0.7073,0.7143,0.6733,Idade(+0.26) | IPV(+0.25) | IAA_decile_fase(−0.11),Alto,0.7713
RA-1610,Aluno-1610,5,Agata,6.7023729275666675,0.7978,0.8015,0.5723,0.5634,0.6731,Defasagem(+0.59) | Ing(−0.31) | Idade(+0.18),Alto,0.7405
RA-702,Aluno-702,0,Ametista,7.665116666600001,0.7193,0.7165,0.4686,0.5367,0.673,Defasagem(+0.67) | Idade(+0.17) | IPV(−0.14),Alto,0.6441
RA-195,Aluno-195,5,Topázio,8.4690496032,0.6041,0.613,0.6009,0.5475,0.6717,Defasagem(−0.41) | IPV_z_faseAno(+0.30) | IPV(+0.27),Alto,0.5565
RA-1406,Aluno-1406,1,Ametista,7.8186772727,0.7417,0.7492,0.5089,0.5324,0.6716,Idade(+0.26) | gap_Por_Ing(+0.25) | IPV(+0.19),Alto,0.7375
RA-637,Aluno-637,2,Ametista,7.6853212122,0.7608,0.7619,0.8619,0.7913,0.6707,Defasagem(−0.33) | gap_Por_Ing(+0.28) | Idade(+0.25),Alto,0.7402
RA-790,Aluno-790,2,Agata,6.8089355072,0.796,0.797,0.8562,0.775,0.6704,IAA_decile_fase(+0.26) | Idade(+0.25) | gap_Por_Ing(+0.22),Alto,0.7455
RA-1055,Aluno-1055,1,Agata,6.403040909100001,0.8015,0.7816,0.8661,0.8141,0.6704,Defasagem(+0.54) | Idade(+0.21) | IPV(−0.17),Alto,0.7149
RA-1521,Aluno-1521,3,Quartzo,5.065788844333333,0.8026,0.8102,0.8054,0.7748,0.6699,Idade(+0.24) | gap_Por_Ing(+0.18) | IPV(−0.16),Alto,0.782
RA-1432,Aluno-1432,1,Topázio,8.774075000000002,0.7851,0.7812,0.7382,0.653,0.6697,Idade(+0.25) | gap_Por_Ing(+0.19) | IPV(+0.18),Alto,0.7573
RA-1384,Aluno-1384,0,Agata,6.221984461100001,0.7792,0.7707,0.43,0.5024,0.6696,Defasagem(+0.66) | Idade(+0.17) | age_fase_excess(−0.14),Alto,0.7067
RA-1153,Aluno-1153,4,Topázio,8.268876190466667,0.7544,0.7447,0.8477,0.7739,0.6696,IPV(+0.31) | IPV_z_faseAno(+0.23) | Idade(+0.21),Alto,0.6787
RA-318,Aluno-318,5,Ametista,7.025000925866668,0.8085,0.8227,0.8461,0.809,0.6692,Idade(+0.25) | age_fase_excess(+0.22) | IAA_decile_fase(+0.18),Alto,0.7806
RA-730,Aluno-730,2,Topázio,8.469255555700002,0.8144,0.8335,0.8612,0.8167,0.6684,Defasagem(−0.32) | gap_Por_Ing(+0.25) | Idade(+0.24),Alto,0.78
RA-543,Aluno-543,3,Topázio,8.0467871118,0.6306,0.6439,0.3889,0.4022,0.6684,Defasagem(−0.40) | IPV_z_faseAno(+0.28) | IPV(+0.24),Alto,0.5386
RA-1439,Aluno-1439,1,Topázio,8.507700000000002,0.7873,0.7705,0.491,0.5102,0.6682,gap_Por_Ing(+0.32) | Idade(+0.26) | IPV(+0.23),Alto,0.7144
RA-894,Aluno-894,1,Topázio,8.67895,0.7999,0.8012,0.8391,0.7607,0.6674,gap_Por_Ing(+0.23) | Idade(+0.23) | IPV(+0.16),Alto,0.7837
RA-782,Aluno-782,1,Topázio,8.1896285714,0.7719,0.8096,0.8572,0.8155,0.6671,gap_Por_Ing(+0.29) | Idade(+0.22) | Defasagem(−0.21),Alto,0.7745
RA-1133,Aluno-1133,3,Topázio,8.238553968266668,0.6582,0.6177,0.2798,0.2836,0.6665,Defasagem(−0.33) | IPV_z_faseAno(+0.30) | Idade(+0.25),Alto,0.5637
RA-467,Aluno-467,4,Ametista,7.729811842133333,0.7688,0.769,0.7684,0.7325,0.6661,Defasagem(−0.32) | gap_Por_Ing(+0.21) | Idade(+0.20),Alto,0.7132
RA-581,Aluno-581,2,Ametista,7.0833015528,0.7728,0.7965,0.8384,0.7954,0.6658,gap_Por_Ing(+0.21) | Idade(+0.20) | IAA_decile_fase(+0.17),Alto,0.7623
RA-1433,Aluno-1433,1,Topázio,8.1939895962,0.7658,0.762,0.5682,0.5605,0.6647,gap_Por_Ing(+0.26) | Idade(+0.24) | IPV(+0.16),Alto,0.7364
RA-1408,Aluno-1408,1,Ametista,7.626768181800001,0.7364,0.752,0.4134,0.4509,0.6647,gap_Por_Ing(+0.24) | Idade(+0.23) | gap_IAA_IEG(+0.11),Alto,0.7045
RA-568,Aluno-568,3,Quartzo,5.545864285733334,0.8027,0.8039,0.7739,0.7757,0.6645,Defasagem(+0.51) | Idade(+0.23) | age_fase_excess(+0.19),Alto,0.7569
RA-1371,Aluno-1371,0,Agata,6.4843521739,0.7564,0.7898,0.611,0.5816,0.6643,Idade(+0.26) | age_fase_excess(+0.22) | FaseIdeal_num(−0.14),Alto,0.7424
RA-1484,Aluno-1484,2,Ametista,7.754200000000001,0.716,0.6803,0.6332,0.5611,0.6639,Idade(+0.23) | gap_Por_Ing(+0.17) | IPS_z_faseAno(−0.13),Alto,0.6015
RA-1589,Aluno-1589,4,Quartzo,5.260851851866667,0.8019,0.7842,0.5301,0.5532,0.6635,age_fase_excess(+0.29) | Idade(+0.26) | IPS_z_faseAno(+0.21),Alto,0.7048
RA-576,Aluno-576,2,Topázio,8.93195,0.8198,0.8249,0.8364,0.7725,0.6634,Defasagem(−0.32) | Idade(+0.23) | gap_Por_Ing(+0.22),Alto,0.7847
RA-1487,Aluno-1487,2,Topázio,8.0267434782,0.7721,0.7485,0.7636,0.6695,0.6632,Idade(+0.20) | gap_Por_Ing(+0.17) | IPV(+0.12),Alto,0.6622
RA-721,Aluno-721,2,Topázio,8.8986026915,0.7861,0.7596,0.857,0.7872,0.6615,Defasagem(−0.29) | Idade(+0.26) | IPV_z_faseAno(+0.25),Alto,0.734
RA-1412,Aluno-1412,1,Topázio,9.2046718615,0.7666,0.7824,0.6655,0.5424,0.6611,Defasagem(−0.25) | Idade(+0.23) | IPV(+0.20),Alto,0.6835
RA-438,Aluno-438,2,Ametista,7.930283695700001,0.7841,0.7889,0.7761,0.7219,0.661,Idade(+0.24) | gap_Por_Ing(+0.24) | pedra_delta_2(+0.15),Alto,0.7017
RA-1394,Aluno-1394,1,Ametista,7.503255555500002,0.7377,0.7825,0.5014,0.5278,0.6608,IPV(+0.26) | Idade(+0.25) | gap_IAA_IEG(+0.14),Alto,0.7441
RA-874,Aluno-874,1,Ametista,7.0235939394,0.7723,0.7762,0.8662,0.8177,0.6607,Idade(+0.20) | IPV(+0.13) | IAA_decile_fase(−0.12),Alto,0.7038
RA-1455,Aluno-1455,2,Agata,6.6442555555,0.7387,0.6658,0.5672,0.5268,0.6591,Idade(+0.26) | age_fase_excess(−0.18) | IPV(+0.17),Médio,0.7427
RA-757,Aluno-757,1,Ametista,7.938842857200001,0.6647,0.7037,0.7576,0.6467,0.658,IPV(+0.25) | Idade(+0.24) | age_fase_excess(−0.10),Médio,0.6378
RA-456,Aluno-456,3,Topázio,8.331124561366668,0.7571,0.744,0.7572,0.7167,0.6577,Defasagem(−0.29) | IPV_z_faseAno(+0.27) | Idade(+0.25),Médio,0.691
RA-501,Aluno-501,2,Topázio,8.2779474937,0.8003,0.8173,0.8657,0.8156,0.6575,Defasagem(−0.30) | gap_Por_Ing(+0.30) | Idade(+0.23),Médio,0.7925
RA-1103,Aluno-1103,2,Ametista,7.861995031000001,0.7195,0.7188,0.7876,0.6806,0.6571,Defasagem(−0.28) | gap_Por_Ing(+0.26) | Idade(+0.24),Médio,0.6357
RA-442,Aluno-442,4,Agata,6.905439215666667,0.7482,0.7341,0.5103,0.4853,0.656,Defasagem(−0.34) | Idade(+0.24) | IPS_z_faseAno(−0.11),Médio,0.663
RA-1018,Aluno-1018,1,Ametista,7.7054045454,0.8007,0.8271,0.8635,0.823,0.6556,gap_Por_Ing(+0.25) | Idade(+0.24) | IPV(+0.23),Médio,0.7492
RA-1451,Aluno-1451,1,Ametista,7.560479761900002,0.7444,0.7757,0.6881,0.6505,0.6553,Idade(+0.26) | IPV(+0.24) | gap_IAA_IEG(+0.14),Médio,0.7463
RA-764,Aluno-764,2,Ametista,7.838370289900001,0.7644,0.7457,0.7978,0.7068,0.6553,Defasagem(−0.31) | Idade(+0.25) | gap_Por_Ing(+0.24),Médio,0.6956
RA-1620,Aluno-1620,5,Agata,6.652766666666667,0.7722,0.7765,0.8579,0.8009,0.6552,gap_Por_Ing(+0.24) | Idade(+0.21) | IPS_z_faseAno(+0.21),Médio,0.7235
RA-273,Aluno-273,4,Agata,6.5991307798,0.7384,0.7564,0.4104,0.5375,0.6547,Idade(+0.22) | IAA_decile_fase(−0.19) | gap_Por_Ing(+0.15),Médio,0.679
RA-719,Aluno-719,1,Ametista,7.1193969697,0.7094,0.7216,0.8603,0.7439,0.6542,gap_Por_Ing(+0.22) | Idade(+0.21) | IAA_decile_fase(−0.14),Médio,0.6224
RA-557,Aluno-557,3,Topázio,9.350986466133334,0.7122,0.7211,0.8412,0.7482,0.6539,Defasagem(−0.30) | IPV_z_faseAno(+0.29) | IPV(+0.24),Médio,0.6638
RA-651,Aluno-651,3,Topázio,8.689300000100001,0.6238,0.6768,0.3649,0.3629,0.6535,Defasagem(−0.33) | IPV_z_faseAno(+0.26) | Idade(+0.25),Médio,0.6075
RA-1428,Aluno-1428,1,Topázio,8.006108496800001,0.7174,0.6923,0.495,0.4929,0.6525,gap_Por_Ing(+0.28) | Idade(+0.24) | IPV(+0.13),Médio,0.6695
RA-315,Aluno-315,4,Agata,6.0768703704,0.7789,0.7839,0.8579,0.7734,0.6525,Ing(−0.25) | IAA_decile_fase(+0.19) | Idade(+0.18),Médio,0.6864
RA-377,Aluno-377,4,Ametista,7.480115873000001,0.7242,0.7564,0.7076,0.7123,0.6524,Defasagem(−0.25) | IPS_z_faseAno(+0.25) | Idade(+0.22),Médio,0.641
RA-1002,Aluno-1002,0,Ametista,7.967866666700001,0.6993,0.7394,0.7971,0.6937,0.6511,Idade(+0.24) | FaseIdeal_num(−0.22) | IPV(+0.21),Médio,0.6048
RA-365,Aluno-365,3,Topázio,8.526983333333334,0.7464,0.7537,0.4161,0.4527,0.6509,Defasagem(−0.28) | Idade(+0.23) | IPV(+0.16),Médio,0.6781
RA-1151,Aluno-1151,4,Topázio,8.749111111066668,0.632,0.6148,0.2798,0.2769,0.6508,Defasagem(−0.36) | IPV_z_faseAno(+0.27) | IPV(+0.25),Médio,0.5436
RA-1523,Aluno-1523,3,Topázio,8.67371279,0.5717,0.4668,0.2562,0.2111,0.6504,Defasagem(−0.33) | IPV_z_faseAno(+0.27) | Idade(+0.24),Médio,0.4121
RA-912,Aluno-912,0,Ametista,7.697103508700001,0.726,0.7382,0.7771,0.712,0.6496,Defasagem(+0.63) | Idade(+0.20) | IPV(−0.19),Médio,0.6786
RA-1503,Aluno-1503,2,Agata,6.991699999900001,0.8005,0.7966,0.3534,0.4263,0.6476,Idade(+0.29) | age_fase_excess(+0.27) | IPV(+0.17),Médio,0.7402
RA-808,Aluno-808,1,Topázio,8.7897,0.7464,0.7634,0.7889,0.7395,0.6466,Idade(+0.23) | Defasagem(−0.22) | gap_Por_Ing(+0.18),Médio,0.7249
RA-1445,Aluno-1445,1,Ametista,7.842866666700001,0.704,0.7386,0.5303,0.491,0.6464,gap_Por_Ing(+0.35) | Idade(+0.21) | INDE(+0.09),Médio,0.6956
RA-718,Aluno-718,2,Topázio,8.705811111100001,0.753,0.7896,0.5386,0.521,0.6455,Defasagem(−0.30) | Idade(+0.21) | FaseIdeal_num(−0.17),Médio,0.7077
RA-417,Aluno-417,4,Topázio,8.533628557533333,0.7892,0.7823,0.859,0.7885,0.6455,Defasagem(−0.31) | gap_Por_Ing(+0.28) | IPS_z_faseAno(+0.23),Médio,0.7231
RA-1057,Aluno-1057,1,Topázio,8.2352,0.7582,0.7847,0.6424,0.6144,0.6447,gap_Por_Ing(+0.27) | Idade(+0.21) | IPV(+0.16),Médio,0.7224
RA-395,Aluno-395,4,Ametista,7.169905291000001,0.6787,0.7107,0.3367,0.4202,0.6436,Defasagem(−0.42) | Idade(+0.21) | IPV(+0.20),Médio,0.6088
RA-508,Aluno-508,3,Agata,6.771708625733333,0.648,0.7094,0.3732,0.3393,0.6435,Defasagem(−0.34) | Idade(+0.23) | gap_IAA_IEG(+0.14),Médio,0.6246
RA-137,Aluno-137,5,Agata,6.576761183366667,0.7401,0.6933,0.6742,0.6334,0.6429,Defasagem(+0.69) | Ing(−0.28) | IPV(−0.16),Médio,0.5716
RA-965,Aluno-965,0,Agata,6.1376545455,0.7613,0.7569,0.3274,0.4364,0.6424,Defasagem(+0.59) | Idade(+0.18) | IPV(−0.14),Médio,0.692
RA-919,Aluno-919,0,Quartzo,5.799702673800001,0.7223,0.6964,0.8554,0.7509,0.6424,Defasagem(+0.73) | Idade(+0.20) | IPV(−0.13),Médio,0.6053
RA-1537,Aluno-1537,3,Topázio,8.176263231333333,0.63,0.6638,0.4555,0.4125,0.6417,IPV(+0.33) | IPV_z_faseAno(+0.25) | Idade(+0.23),Médio,0.5671
RA-963,Aluno-963,1,Topázio,8.375080952400001,0.6731,0.7564,0.6848,0.6211,0.6414,Defasagem(−0.28) | Idade(+0.25) | gap_Por_Ing(+0.23),Médio,0.7043
RA-1035,Aluno-1035,1,Ametista,7.833495454500001,0.7164,0.7574,0.8525,0.7537,0.6411,IPV(+0.27) | Idade(+0.23) | IAA_decile_fase(−0.13),Médio,0.6906
RA-444,Aluno-444,3,Quartzo,5.410188638266668,0.7443,0.7413,0.7277,0.645,0.6408,IAA_decile_fase(+0.21) | IPV(−0.21) | Idade(+0.20),Médio,0.6517
RA-179,Aluno-179,4,Topázio,8.932712280733334,0.6519,0.6173,0.8642,0.6984,0.6398,Defasagem(−0.33) | Idade(+0.17) | IPV(+0.16),Médio,0.5414
RA-1403,Aluno-1403,1,Topázio,8.257421861500001,0.7191,0.721,0.6353,0.5786,0.6392,gap_Por_Ing(+0.27) | Idade(+0.24) | IPV(+0.15),Médio,0.6755
RA-1466,Aluno-1466,2,Topázio,8.213723809600001,0.7394,0.749,0.6658,0.5692,0.6389,gap_Por_Ing(+0.34) | Defasagem(−0.24) | Idade(+0.23),Médio,0.6868
RA-1593,Aluno-1593,4,Agata,6.638525017333334,0.7802,0.7808,0.864,0.8187,0.6383,Idade(+0.28) | IPV(+0.20) | gap_Mat_Por(−0.15),Médio,0.7378
RA-795,Aluno-795,1,Topázio,8.441414285700002,0.7644,0.7842,0.8404,0.7807,0.6383,Idade(+0.22) | gap_Por_Ing(+0.16) | INDE(+0.13),Médio,0.724
RA-778,Aluno-778,2,Topázio,8.0754139589,0.7201,0.7032,0.863,0.7757,0.6381,Defasagem(−0.32) | gap_Por_Ing(+0.26) | Idade(+0.24),Médio,0.6854
RA-1140,Aluno-1140,2,Ametista,7.3473880383,0.6927,0.7346,0.8309,0.7352,0.6378,Defasagem(−0.32) | gap_Por_Ing(+0.29) | IAA_decile_fase(+0.22),Médio,0.6595
RA-631,Aluno-631,3,Agata,6.795673420466667,0.7995,0.7947,0.6211,0.5928,0.6371,IPS_z_faseAno(+0.30) | Defasagem(−0.24) | Idade(+0.22),Médio,0.7471
RA-1532,Aluno-1532,3,Quartzo,4.548544781066667,0.7758,0.7943,0.864,0.8014,0.637,age_fase_excess(+0.27) | Idade(+0.25) | gap_Por_Ing(+0.18),Médio,0.7202
RA-1604,Aluno-1604,5,Topázio,8.0118555556,0.6294,0.6396,0.5006,0.4445,0.6365,IPV(+0.31) | IPV_z_faseAno(+0.27) | Ing(−0.25),Médio,0.503
RA-1147,Aluno-1147,3,Quartzo,5.833118518533334,0.7404,0.7207,0.3131,0.3834,0.6362,gap_Por_Ing(+0.24) | Idade(+0.22) | IPS_z_faseAno(+0.20),Médio,0.6568
RA-1398,Aluno-1398,1,Ametista,7.989700527000001,0.7669,0.7651,0.5146,0.5225,0.6359,gap_Por_Ing(+0.31) | Idade(+0.25) | IPV(+0.23),Médio,0.6933
RA-1118,Aluno-1118,3,Ametista,7.0305545924,0.7103,0.7059,0.6913,0.6647,0.6358,Defasagem(−0.28) | age_fase_excess(+0.27) | IAA_decile_fase(+0.23),Médio,0.6162
RA-384,Aluno-384,4,Topázio,8.072200721466668,0.7303,0.7287,0.8615,0.7842,0.6348,Ing(−0.30) | Defasagem(−0.25) | gap_Por_Ing(+0.23),Médio,0.643
RA-193,Aluno-193,5,Topázio,8.465046969666668,0.5037,0.5279,0.5744,0.4172,0.6344,Defasagem(−0.38) | IPV_z_faseAno(+0.30) | IPV(+0.27),Médio,0.4403
RA-840,Aluno-840,1,Topázio,8.5912909091,0.7383,0.763,0.8415,0.7626,0.6339,Defasagem(−0.25) | gap_Por_Ing(+0.23) | Idade(+0.21),Médio,0.7291
RA-1056,Aluno-1056,1,Topázio,8.192009523800001,0.767,0.7886,0.5439,0.5458,0.6333,gap_Por_Ing(+0.30) | Idade(+0.24) | IPV(+0.18),Médio,0.7229
RA-450,Aluno-450,4,Ametista,7.526188206666666,0.7726,0.7696,0.7605,0.7353,0.6319,Idade(+0.19) | IAA_decile_fase(−0.12) | IPV(+0.12),Médio,0.6806
RA-445,Aluno-445,3,Ametista,7.3416246032,0.7708,0.7624,0.5674,0.5938,0.6311,Defasagem(−0.33) | Idade(+0.25) | IAA_decile_fase(+0.23),Médio,0.7493
RA-186,Aluno-186,5,Topázio,8.325963636333334,0.6094,0.6698,0.5683,0.5307,0.6295,Defasagem(−0.45) | IPV(+0.22) | Ing(−0.18),Médio,0.5897
RA-768,Aluno-768,1,Ametista,7.0345379447,0.7381,0.7851,0.7488,0.7325,0.6286,Idade(+0.26) | age_fase_excess(+0.12) | gap_IAA_IEG(+0.12),Médio,0.7685
RA-184,Aluno-184,5,Topázio,8.471456704266666,0.5526,0.5476,0.6709,0.5218,0.6285,Defasagem(−0.39) | IPV_z_faseAno(+0.28) | IPV(+0.27),Médio,0.4443
RA-1573,Aluno-1573,4,Agata,6.743847969266667,0.7423,0.7378,0.6229,0.5344,0.6281,Ing(−0.34) | IPV(+0.27) | Idade(+0.23),Médio,0.6582
RA-737,Aluno-737,2,Topázio,8.4695488613,0.7603,0.7673,0.8154,0.7228,0.6279,Defasagem(−0.34) | gap_Por_Ing(+0.26) | Idade(+0.21),Médio,0.679
RA-1485,Aluno-1485,2,Agata,6.7386875776999995,0.7577,0.7934,0.6934,0.6298,0.6278,Idade(+0.25) | age_fase_excess(+0.18) | Defasagem(−0.13),Médio,0.7688
RA-662,Aluno-662,3,Ametista,7.1074778554666675,0.6631,0.7416,0.6362,0.6206,0.6275,Defasagem(−0.29) | IAA_decile_fase(+0.22) | Idade(+0.19),Médio,0.683
RA-780,Aluno-780,1,Ametista,7.7430333333,0.7333,0.7899,0.5844,0.5799,0.6275,IPV(+0.30) | Idade(+0.24) | age_fase_excess(−0.11),Médio,0.7205
RA-1176,Aluno-1176,5,Topázio,8.914816269866666,0.5643,0.4956,0.4265,0.3064,0.6273,Defasagem(−0.35) | IPV_z_faseAno(+0.29) | IPV(+0.27),Médio,0.424
RA-1337,Aluno-1337,0,Agata,6.015144444400001,0.7633,0.7614,0.8216,0.7454,0.627,Defasagem(+0.61) | Idade(+0.19) | IPV(−0.14),Médio,0.6784
RA-709,Aluno-709,1,Agata,6.833780895800001,0.7722,0.816,0.8215,0.7384,0.6267,IAA_decile_fase(+0.25) | Idade(+0.23) | age_fase_excess(+0.19),Médio,0.7451
RA-832,Aluno-832,2,Topázio,8.2403304348,0.7474,0.7674,0.8263,0.7552,0.6259,gap_Por_Ing(+0.32) | Defasagem(−0.26) | Idade(+0.21),Médio,0.7487
